date,mean_temp,tdd,mean_temp_gw,tdd_gw,model,run_id
2026-02-23,33.54,31.46,23.57,41.43,ECMWF,20260223_12
2026-02-24,35.89,29.11,23.77,41.23,ECMWF,20260223_12
2026-02-25,40.65,24.35,29.99,35.01,ECMWF,20260223_12
2026-02-26,42.87,22.13,29.08,35.92,ECMWF,20260223_12
2026-02-27,43.59,21.41,31.22,33.78,ECMWF,20260223_12
2026-02-28,42.09,22.91,30.79,34.21,ECMWF,20260223_12
2026-03-01,38.99,26.01,26.61,38.39,ECMWF,20260223_12
2026-03-02,37.4,27.6,19.47,45.53,ECMWF,20260223_12
2026-03-03,40.6,24.4,24.52,40.48,ECMWF,20260223_12
2026-03-04,43.42,21.58,37.2,27.8,ECMWF,20260223_12
2026-03-05,38.13,26.87,21.18,43.82,ECMWF,20260223_12
2026-03-06,41.71,23.29,28.4,36.6,ECMWF,20260223_12
2026-03-07,46.92,18.08,46.23,18.77,ECMWF,20260223_12
2026-03-08,45.7,19.3,44.16,20.84,ECMWF,20260223_12
2026-03-09,43.74,21.26,36.59,28.41,ECMWF,20260223_12
2026-03-10,44.93,20.07,34.6,30.4,ECMWF,20260223_12
