date,mean_temp,tdd,mean_temp_gw,tdd_gw,model,run_id
2026-02-24,37.96,27.04,26.3,38.7,GFS,20260224_06
2026-02-25,42.06,22.94,30.81,34.19,GFS,20260224_06
2026-02-26,45.03,19.97,33.3,31.7,GFS,20260224_06
2026-02-27,45.7,19.3,32.64,32.36,GFS,20260224_06
2026-02-28,47.41,17.59,38.62,26.38,GFS,20260224_06
2026-03-01,44.85,20.15,36.44,28.56,GFS,20260224_06
2026-03-02,43.91,21.09,32.7,32.3,GFS,20260224_06
2026-03-03,46.28,18.72,37.26,27.74,GFS,20260224_06
2026-03-04,47.28,17.72,37.97,27.03,GFS,20260224_06
2026-03-05,45.27,19.73,34.57,30.43,GFS,20260224_06
2026-03-06,46.09,18.91,42.18,22.82,GFS,20260224_06
2026-03-07,46.68,18.32,44.54,20.46,GFS,20260224_06
2026-03-08,48.24,16.76,45.2,19.8,GFS,20260224_06
2026-03-09,48.59,16.41,41.53,23.47,GFS,20260224_06
2026-03-10,49.42,15.58,44.54,20.46,GFS,20260224_06
2026-03-11,49.55,15.45,48.58,16.42,GFS,20260224_06
