date,mean_temp,tdd,mean_temp_gw,tdd_gw,model,run_id
2026-02-25,41.54,23.46,31.51,33.49,GFS,20260225_12
2026-02-26,43.78,21.22,31.41,33.59,GFS,20260225_12
2026-02-27,44.74,20.26,32.42,32.58,GFS,20260225_12
2026-02-28,44.7,20.3,35.25,29.75,GFS,20260225_12
2026-03-01,40.44,24.56,30.16,34.84,GFS,20260225_12
2026-03-02,38.85,26.15,24.81,40.19,GFS,20260225_12
2026-03-03,40.49,24.51,23.98,41.02,GFS,20260225_12
2026-03-04,44.73,20.27,35.18,29.82,GFS,20260225_12
2026-03-05,45.17,19.83,39.29,25.71,GFS,20260225_12
2026-03-06,46.24,18.76,44.31,20.69,GFS,20260225_12
2026-03-07,45.24,19.76,42.84,22.16,GFS,20260225_12
2026-03-08,47.98,17.02,49.7,15.3,GFS,20260225_12
2026-03-09,47.36,17.64,48.95,16.05,GFS,20260225_12
2026-03-10,46.98,18.02,48.7,16.3,GFS,20260225_12
2026-03-11,46.06,18.94,46.82,18.18,GFS,20260225_12
2026-03-12,45.68,19.32,42.62,22.38,GFS,20260225_12
2026-03-13,40.54,24.46,33.87,31.13,GFS,20260225_12
