date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-05-22,59.52,5.48,0.0,5.48,59.52,5.48,0.0,5.48,AIGFS,20260521_00,
2026-05-23,60.03,4.97,0.0,4.97,60.03,4.97,0.0,4.97,AIGFS,20260521_00,
2026-05-24,61.16,3.84,0.0,3.84,61.16,3.84,0.0,3.84,AIGFS,20260521_00,
2026-05-25,64.26,0.74,0.0,0.74,64.26,0.74,0.0,0.74,AIGFS,20260521_00,
2026-05-26,67.19,0.0,2.19,2.19,67.19,0.0,2.19,2.19,AIGFS,20260521_00,
2026-05-27,69.88,0.0,4.88,4.88,69.88,0.0,4.88,4.88,AIGFS,20260521_00,
2026-05-28,70.72,0.0,5.72,5.72,70.72,0.0,5.72,5.72,AIGFS,20260521_00,
2026-05-29,70.91,0.0,5.91,5.91,70.91,0.0,5.91,5.91,AIGFS,20260521_00,
2026-05-30,73.61,0.0,8.61,8.61,73.61,0.0,8.61,8.61,AIGFS,20260521_00,
2026-05-31,72.48,0.0,7.48,7.48,72.48,0.0,7.48,7.48,AIGFS,20260521_00,
2026-06-01,74.13,0.0,9.13,9.13,74.13,0.0,9.13,9.13,AIGFS,20260521_00,
2026-06-02,75.41,0.0,10.41,10.41,75.41,0.0,10.41,10.41,AIGFS,20260521_00,
2026-06-03,70.89,0.0,5.89,5.89,70.89,0.0,5.89,5.89,AIGFS,20260521_00,
2026-06-04,69.58,0.0,4.58,4.58,69.58,0.0,4.58,4.58,AIGFS,20260521_00,
2026-06-05,69.92,0.0,4.92,4.92,69.92,0.0,4.92,4.92,AIGFS,20260521_00,
2026-05-22,59.29,5.71,0.0,5.71,59.29,5.71,0.0,5.71,AIGFS,20260521_06,
2026-05-23,59.59,5.41,0.0,5.41,59.59,5.41,0.0,5.41,AIGFS,20260521_06,
2026-05-24,60.35,4.65,0.0,4.65,60.35,4.65,0.0,4.65,AIGFS,20260521_06,
